dataset,mecanismo,percentual,estrategia,semente,imp_mae,imp_rmse,imp_acc,LogReg_acc,LogReg_macro_f1,LogReg_weighted_f1,RF_Class_acc,RF_Class_macro_f1,RF_Class_weighted_f1,CatBoost_Class_acc,CatBoost_Class_macro_f1,CatBoost_Class_weighted_f1,Ridge_mae,Ridge_rmse,Ridge_r2,RF_Reg_mae,RF_Reg_rmse,RF_Reg_r2,CatBoost_Reg_mae,CatBoost_Reg_rmse,CatBoost_Reg_r2
air_quality_uci,MCAR,0.05,knn7,42,163.26899021486645,289.00172847286916,,,,,,,,,,,0.5011364484074287,0.7029008387148973,0.9916961422950423,0.1655722891566272,0.4543407576878684,0.9965305936315414,,,
air_quality_uci,MCAR,0.05,knn7,123,170.48279410569103,290.02035273611585,,,,,,,,,,,0.43541358815562253,0.5585659705729235,0.9945731058189599,0.10577710843373488,0.23943194571006207,0.999002835989831,,,
air_quality_uci,MCAR,0.05,knn7,999,174.9117762775842,291.44688589676275,,,,,,,,,,,0.43790858524679327,0.5583346674744886,0.9929236386832778,0.10328915662650597,0.23297605751126882,0.9987679072717257,,,
air_quality_uci,MCAR,0.05,iterative,42,159.39809024349856,267.0172185252721,,,,,,,,,,,0.496518649237283,0.7040002383355966,0.9916701460321417,0.1361987951807236,0.36868949779337895,0.9977153834999747,,,
air_quality_uci,MCAR,0.05,iterative,123,176.89543995561417,306.1778148930357,,,,,,,,,,,0.4565302344204629,0.5734183391530756,0.9942806646364271,0.11610240963855449,0.24838515806502587,0.9989268666566024,,,
air_quality_uci,MCAR,0.05,iterative,999,160.61409638460142,273.33135035461015,,,,,,,,,,,0.45106201559283193,0.5660148711993992,0.9927276211601128,0.08671084337349297,0.182310968283935,0.9992455223027997,,,
air_quality_uci,MCAR,0.05,gain,42,172.09851746029696,284.3584032763656,,,,,,,,,,,6.103486867287609,7.73336076655387,-0.005144075081507715,5.850240963855421,7.73179629061178,-0.004737430490946215,,,
air_quality_uci,MCAR,0.05,gain,123,146.67910257353557,250.08861107251695,,,,,,,,,,,6.054306180850482,7.593095817906096,-0.002859670080958443,5.969349397590362,7.722908709790568,-0.03744291313421977,,,
air_quality_uci,MCAR,0.05,gain,999,160.288629593688,285.213111980601,,,,,,,,,,,5.50032535588648,6.695895524514064,-0.017743057399612017,5.325710843373494,6.640931934891023,-0.0011032447582586258,,,
communities_crime,MCAR,0.05,dropna,42,,,,,,,,,,,,,,,,,,,,,
communities_crime,MCAR,0.05,dropna,123,,,,,,,,,,,,,,,,,,,,,
communities_crime,MCAR,0.05,dropna,999,,,,,,,,,,,,,,,,,,,,,
communities_crime,MCAR,0.05,mean,42,0.19788414031817264,0.2823909983666032,,,,,,,,,,,0.16560253594965757,0.21103387291982315,0.38006094681638514,0.1081109375,0.1432067392138024,0.7145227074194254,,,
communities_crime,MCAR,0.05,mean,123,0.19379188879936868,0.27724730116251967,,,,,,,,,,,0.14970023844479383,0.18634870156938352,0.5583741757463574,0.13919843749999994,0.1689320319129856,0.6370676084736551,,,
communities_crime,MCAR,0.05,mean,999,0.19369032694046864,0.27376682222380744,,,,,,,,,,,0.140576326039896,0.19146783189544211,0.4288077431511996,0.13390625,0.1742264555470839,0.5270460300258172,,,
communities_crime,MCAR,0.05,median,42,0.2013169398907104,0.28382323445289065,,,,,,,,,,,0.17534603922099223,0.20608010523527476,0.40882400348612424,0.1097578125,0.14207915982384606,0.7190005837229125,,,
communities_crime,MCAR,0.05,median,123,0.19058743169398906,0.27440240583469533,,,,,,,,,,,0.15690146095778787,0.19237599627833277,0.5293441264156796,0.133859375,0.16846105540302186,0.6390884727481938,,,
communities_crime,MCAR,0.05,median,999,0.18646448087431694,0.2631556604736905,,,,,,,,,,,0.172406974475867,0.2145378326625811,0.2828690764514038,0.13423281249999997,0.16810533295749422,0.5596949619817786,,,
communities_crime,MCAR,0.05,most_frequent,42,0.2000928961748634,0.2895316549791623,,,,,,,,,,,0.19851095220130227,0.25272765216973087,0.11090087504966739,0.10935468749999999,0.1401799897676198,0.7264626059815966,,,
communities_crime,MCAR,0.05,most_frequent,123,0.1877103825136612,0.27077797248394053,,,,,,,,,,,0.16143534997463227,0.18884035552480613,0.5464853322868453,0.1420765625,0.17331161828120464,0.6180055317395683,,,
communities_crime,MCAR,0.05,most_frequent,999,0.19438251366120218,0.277791445929665,,,,,,,,,,,0.16983926073853367,0.22524085220917764,0.20953072098234427,0.131071875,0.16741917359579814,0.5632820324770597,,,
communities_crime,MCAR,0.05,constant,42,0.20867759562841529,0.2931645689384621,,,,,,,,,,,0.19158040659059228,0.2332843367053319,0.24244212437490686,0.11191874999999998,0.14664571891125905,0.700647123866437,,,
communities_crime,MCAR,0.05,constant,123,0.20727868852459017,0.2931608409875449,,,,,,,,,,,0.18807601907143406,0.23172280591764866,0.3171280459900957,0.149990625,0.1800869546913379,0.5875548251825115,,,
communities_crime,MCAR,0.05,constant,999,0.20139344262295084,0.2882507067560376,,,,,,,,,,,0.15865731537222455,0.20768146485004263,0.3279738865471342,0.13125625,0.17064897175928134,0.5462694475308982,,,
communities_crime,MCAR,0.05,knn3,42,0.19970856102003642,0.28244427103705166,,,,,,,,,,,0.18098359411042675,0.24052475957127248,0.19468787944338217,0.10898281250000003,0.14738845411445903,0.6976071036386845,,,
communities_crime,MCAR,0.05,knn3,123,0.18568123861566488,0.2638823333477749,,,,,,,,,,,0.15797998403119062,0.19357668907221448,0.5234507023790025,0.14066093749999997,0.17209606737589908,0.6233451089013491,,,
communities_crime,MCAR,0.05,knn3,999,0.19978506375227686,0.2814653951559759,,,,,,,,,,,0.15292302464266844,0.2085833912026913,0.32212421481815257,0.1308296875,0.1658744503570396,0.5713037683477052,,,
communities_crime,MCAR,0.05,knn5,42,0.1996972677595628,0.28147332517822227,,,,,,,,,,,0.1647385571058665,0.20987733348054355,0.38683729313089754,0.11449218750000001,0.14896490725587017,0.6911037767987134,,,
communities_crime,MCAR,0.05,knn5,123,0.19298579234972676,0.2785794252540259,,,,,,,,,,,0.16984116226842144,0.21062752227976422,0.43580146149260257,0.13970468749999998,0.17113820758016016,0.6275262450869502,,,
communities_crime,MCAR,0.05,knn5,999,0.20686666666666664,0.2907936116735784,,,,,,,,,,,0.16659910654505655,0.21842790206194238,0.2566267974235048,0.13771406249999998,0.17073899900506034,0.5457905828015145,,,
communities_crime,MCAR,0.05,knn7,42,0.19591022638563618,0.27607463114663816,,,,,,,,,,,0.15880295024258848,0.2082519135348451,0.39629793904341226,0.11093281249999999,0.14567492974513493,0.7045974147083494,,,
communities_crime,MCAR,0.05,knn7,123,0.19379937548790008,0.278623172199549,,,,,,,,,,,0.1436897834185821,0.1985846215180728,0.4984745850383757,0.13531406249999994,0.16429940894978892,0.6567000650467796,,,
communities_crime,MCAR,0.05,knn7,999,0.1976487119437939,0.27915357016429954,,,,,,,,,,,0.1467343415352056,0.1942632992669174,0.4120069497715554,0.14152031249999997,0.1776943315605481,0.5080309063472496,,,
communities_crime,MCAR,0.05,iterative,42,0.19550210354455566,0.2812538447658903,,,,,,,,,,,0.1559880984789906,0.20033403369786368,0.441331572571269,0.11254374999999998,0.1476667563722451,0.696464055093438,,,
communities_crime,MCAR,0.05,iterative,123,0.18673887931409122,0.26332576998367724,,,,,,,,,,,0.16599325243513563,0.20601778004778443,0.4602270394957598,0.13729531249999996,0.16750189877655117,0.6431865735995771,,,
communities_crime,MCAR,0.05,iterative,999,0.19445841659914917,0.27552392469081677,,,,,,,,,,,0.13613665126499197,0.19385638536009459,0.41446765093671545,0.1346203125,0.17136093623912657,0.5424755317396708,,,
communities_crime,MCAR,0.05,gain,42,0.3869289617486339,0.46541620130498085,,,,,,,,,,,0.24066053921568628,0.27331068254039376,-0.039819291828458336,0.24004367647058827,0.27296518841259065,-0.03719206635958949,,,
communities_crime,MCAR,0.05,gain,123,0.37739344262295077,0.4563353071682115,,,,,,,,,,,0.23081556372549017,0.28645443072732196,-0.04354890588850191,0.23078125,0.28632207639650653,-0.042584799252289196,,,
communities_crime,MCAR,0.05,gain,999,0.3785300546448087,0.4598489298143099,,,,,,,,,,,0.22192095588235294,0.259377300715189,-0.04822522132624574,0.22160252450980397,0.25906897014472674,-0.04573458100992678,,,
adult,MCAR,0.1,dropna,42,,,,0.8282149712092131,0.7463375492996056,0.8127246481452333,0.8555662188099808,0.8082773835201146,0.8521394916150631,0.8714011516314779,0.8267477165932726,0.8672650111458975,,,,,,,,,
adult,MCAR,0.1,dropna,123,,,,0.8262529832935561,0.724042845769704,0.8121439760745773,0.8501193317422434,0.7799558192308104,0.8451373071852186,0.8620525059665871,0.7973147819892347,0.8574049497688887,,,,,,,,,
adult,MCAR,0.1,dropna,999,,,,0.8068669527896996,0.7035411281553635,0.7887557218158296,0.8450166905102527,0.7840824378812279,0.8399297196893378,0.855030996661898,0.7946660482374768,0.8488723915455982,,,,,,,,,
adult,MCAR,0.1,mean,42,18623.752673832354,60517.159799961424,0.46514263600176914,0.8194582642343836,0.7207274551878239,0.8023299926017246,0.8485351022664456,0.7844088166897063,0.8421913707924036,0.863681592039801,0.8063331985840085,0.8581238546000585,,,,,,,,,
adult,MCAR,0.1,mean,123,18541.348215567206,58894.13933076924,0.4608580274214949,0.8153676064123825,0.7061071895526569,0.7984882092837359,0.849861802100608,0.7822156900319615,0.8447893501343418,0.8626865671641791,0.8008187680557409,0.8580474027001859,,,,,,,,,
adult,MCAR,0.1,mean,999,18582.715811043978,59670.95814635539,0.46002874834144186,0.8138197899391929,0.7106492052692392,0.7965132634235518,0.8490878938640133,0.7882583867398267,0.8446586826398306,0.8690989496959646,0.8150068515980889,0.8647193809274594,,,,,,,,,
adult,MCAR,0.1,median,42,18406.01431888545,59409.51928377518,0.4614108801415303,0.8165837479270315,0.7163963156074687,0.7992335806112739,0.8504145936981757,0.7892060494746216,0.8450271366871162,0.8645660585959093,0.8085684883686195,0.8594493550203578,,,,,,,,,
adult,MCAR,0.1,median,123,18962.989790653104,61271.2156209371,0.4650873507297656,0.8130458817025982,0.7029847314904467,0.7961948919407305,0.8453289110005527,0.7743863841431183,0.8396081906762841,0.8653399668325041,0.8041769316909295,0.860596957974839,,,,,,,,,
adult,MCAR,0.1,median,999,18574.046365914786,59310.50494260717,0.46287593984962405,0.8110558319513543,0.7043454429336242,0.7926161824689014,0.8453289110005527,0.780559500348125,0.839806244524491,0.8639027086788281,0.8075657938228253,0.8593096500299632,,,,,,,,,
adult,MCAR,0.1,most_frequent,42,19215.284424296035,62090.12755274173,0.4660272003538257,0.8160309563294638,0.7138507167572912,0.7978823846385691,0.849861802100608,0.7880351275608813,0.8442929716405303,0.8635710337202874,0.8059437539353593,0.8579123598684097,,,,,,,,,
adult,MCAR,0.1,most_frequent,123,18598.875939849626,59417.69142600287,0.4619084475895621,0.8124930901050305,0.699852927089027,0.7946446758967555,0.8399115533443892,0.7684434968017058,0.8347630087735531,0.8621337755666114,0.7998379198802256,0.8574054139479261,,,,,,,,,
adult,MCAR,0.1,most_frequent,999,18738.37660327289,60556.81857113527,0.46627598407784165,0.8145936981757878,0.7130859387006698,0.7978958604182638,0.8425649530127142,0.7784788747897454,0.8376909861180587,0.86489773355445,0.8095835400645002,0.860586063087541,,,,,,,,,
adult,MCAR,0.1,constant,42,20625.14245171753,64992.7486487598,0.464562140645732,0.7998894416804865,0.6560708186831499,0.7653670709011635,0.8509673852957435,0.7900202900511515,0.8456143467641027,0.865118850193477,0.8082767511519136,0.8595789095762283,,,,,,,,,
adult,MCAR,0.1,constant,123,20014.306501547988,62541.383677918944,0.4633458646616541,0.8019900497512438,0.6509424520074274,0.7693180735669931,0.844776119402985,0.7739476780755816,0.8391803507814244,0.8642343836373687,0.8027817089119771,0.8595362785781488,,,,,,,,,
adult,MCAR,0.1,constant,999,20387.786119711043,63946.20340358797,0.46226780185758515,0.7967938087341072,0.6497163211064041,0.7625150426362668,0.8448866777224986,0.780231483231728,0.8394701907808544,0.8652294085129906,0.808532172809332,0.8603107332497922,,,,,,,,,
adult,MCAR,0.1,knn3,42,18856.96402771635,60617.97647434594,0.46146616541353386,0.8105030403537866,0.7052524810829309,0.79180913898468,0.848424543946932,0.7859699202069816,0.8427875220334408,0.862465450525152,0.8051706404862085,0.8570922369435182,,,,,,,,,
adult,MCAR,0.1,knn3,123,18997.31402034498,60436.48427915023,0.46434099955771785,0.8099502487562189,0.6976785732792188,0.792657314706877,0.8483139856274184,0.7801276441577858,0.8432511125462903,0.8613598673300166,0.7975870767299706,0.8561595649253644,,,,,,,,,
adult,MCAR,0.1,knn3,999,19218.024657231315,61564.99607461738,0.46199137549756747,0.8138197899391929,0.709934152273363,0.7962016455872196,0.8474295190713101,0.7843100784066845,0.8422953401658285,0.8655610834715313,0.8096851230366218,0.860932305684024,,,,,,,,,
adult,MCAR,0.1,knn5,42,19220.830878667257,62551.47157666257,0.4621019460415745,0.8132669983416252,0.7100874009248166,0.7950824547642744,0.8493090105030403,0.7867867626886489,0.8435265322956251,0.8655610834715313,0.8091012510113604,0.8601205547896608,,,,,,,,,
adult,MCAR,0.1,knn5,123,18743.401997641162,59480.12698324287,0.4579002653693056,0.8147042564953013,0.705682334439979,0.7980291505242602,0.8493090105030403,0.7804301546338459,0.8438297015975359,0.8621337755666114,0.7988990857944736,0.8570346059852225,,,,,,,,,
adult,MCAR,0.1,knn5,999,18246.936023883238,58341.873955409974,0.46423042901371075,0.8129353233830846,0.7108137728782685,0.796215888137645,0.846987285793256,0.7850606960732129,0.8423954068438809,0.8644555002763958,0.8084445946446428,0.8599205751833322,,,,,,,,,
adult,MCAR,0.1,knn7,42,18640.81450474927,59932.45615007535,0.46185316231755863,0.8156992813709232,0.7126846184802145,0.7972304413290328,0.8435599778883361,0.779249841246094,0.8378034171114701,0.8630182421227197,0.8052575663572806,0.8573781923778606,,,,,,,,,
adult,MCAR,0.1,knn7,123,18844.580927107687,59662.07755077715,0.46008403361344535,0.8133775566611388,0.7012687151687957,0.7956133330859217,0.8470978441127694,0.7794249622103288,0.842410720356253,0.8637921503593146,0.8024224816784805,0.859190338266207,,,,,,,,,
adult,MCAR,0.1,knn7,999,18438.50363303216,59252.28206546714,0.46475563909774437,0.81404090657822,0.7108741728559935,0.7967032433874406,0.8454394693200663,0.7809774713330466,0.8400271311968439,0.8635710337202874,0.8077782180438583,0.8592431690936324,,,,,,,,,
adult,MCAR,0.1,iterative,42,18397.550174147742,58573.942956869105,0.46002874834144186,0.8161415146489773,0.714081438338587,0.7980298171690248,0.8512990602542841,0.7891733534590584,0.8454154648042271,0.863681592039801,0.8059346203862906,0.857958391971182,,,,,,,,,
adult,MCAR,0.1,iterative,123,18433.175425127116,58769.13267122027,0.46635891198584695,0.8097291321171918,0.6968065385542432,0.7921974903267123,0.8435599778883361,0.7722997041813571,0.8379690038445277,0.8634604754007739,0.8018350654014401,0.8588055822188257,,,,,,,,,
adult,MCAR,0.1,iterative,999,18543.570707991617,59924.85662771346,0.4625442282176028,0.8107241569928137,0.707395495961936,0.7938070924891538,0.8473189607517966,0.7844814802104586,0.8423140918061413,0.8640132669983416,0.8074286613574846,0.8593046153357943,,,,,,,,,
adult,MCAR,0.1,gain,42,18426.012347501226,59552.41361633732,0.4639263600176913,0.8131564400221116,0.7097373661541584,0.7948823528818955,0.8449972360420122,0.7805744592905786,0.8390031968258004,0.8631288004422333,0.8066349985142387,0.8579982526704947,,,,,,,,,
adult,MCAR,0.1,gain,123,18957.2153693683,60737.39037468258,0.46127266696152147,0.8151464897733555,0.7051218256691832,0.7979806507764693,0.8487562189054726,0.7810030621724221,0.8438003131853846,0.8620232172470979,0.799999489729531,0.8574179216164506,,,,,,,,,
adult,MCAR,0.1,gain,999,18845.401029873174,60398.83204820991,0.4608856700574967,0.8108347153123272,0.7002402127264729,0.790724793928405,0.8466556108347153,0.7785521048777841,0.8395818615118363,0.8652294085129906,0.8072085506527726,0.8597687594560132,,,,,,,,,
bank_marketing,MCAR,0.1,dropna,42,,,,0.8137254901960784,0.6772092162487277,0.8034353187930118,0.8300653594771242,0.7033335819225893,0.8199268172727614,0.826797385620915,0.7041968373246759,0.8187069941089804,,,,,,,,,
bank_marketing,MCAR,0.1,dropna,123,,,,0.8096885813148789,0.670070780662972,0.8015194546809907,0.8200692041522492,0.6904761904761905,0.8131390964690375,0.8304498269896193,0.7190110522451734,0.8273883221889478,,,,,,,,,
bank_marketing,MCAR,0.1,dropna,999,,,,0.8178694158075601,0.733096824435407,0.8132172614029908,0.845360824742268,0.7873394286827874,0.846505983875021,0.8694158075601375,0.8157982409381663,0.8687327812337429,,,,,,,,,
bank_marketing,MCAR,0.1,mean,42,346.04443983614186,1395.1641872389691,0.5385487528344671,0.8240917782026769,0.7119415693265572,0.8098868487842511,0.8476736775015934,0.7577303635746935,0.8381712981013665,0.851497769279796,0.7726489985914048,0.8456097117283903,,,,,,,,,
bank_marketing,MCAR,0.1,mean,123,344.9947343291205,1774.5560676552634,0.5389739229024944,0.8170809432759719,0.7046684116670612,0.8037261487149959,0.8323773103887827,0.7403764301735556,0.8243986473294322,0.847036328871893,0.7707726621928295,0.8426543281345324,,,,,,,,,
bank_marketing,MCAR,0.1,mean,999,341.95605644266794,1364.7970535061465,0.5367063492063492,0.8234544295729764,0.7226190210263299,0.808425050497842,0.8355640535372849,0.7557242787626,0.8273753586885992,0.8419375398342893,0.7696362603012219,0.8358507426949868,,,,,,,,,
bank_marketing,MCAR,0.1,median,42,364.36224489795916,1558.1784452486852,0.5437925170068028,0.8240917782026769,0.7134314846578997,0.8104720497663965,0.8425748884639898,0.7584325727660608,0.8361233718176042,0.8489483747609943,0.7723805612057826,0.844320649765899,,,,,,,,,
bank_marketing,MCAR,0.1,median,123,358.4640123906706,1546.927224079411,0.5393990929705216,0.815806246016571,0.7026103518180513,0.8023583866851355,0.8393881453154876,0.7503535817834666,0.8314063914876436,0.8387507966857871,0.7564706380362904,0.8334278478257868,,,,,,,,,
bank_marketing,MCAR,0.1,median,999,349.11297376093296,1511.2739277972244,0.5378401360544217,0.8253664754620778,0.7329497736409762,0.8135515558359782,0.8444869343530912,0.7689795504576526,0.8367425872868923,0.8451242829827916,0.7754459224270195,0.8396233597810201,,,,,,,,,
bank_marketing,MCAR,0.1,most_frequent,42,350.9506195335277,1521.8048158067238,0.5413832199546486,0.8272785213511791,0.7211328904591414,0.8148875541086168,0.8444869343530912,0.7594151094218964,0.8373748203717052,0.8521351179094965,0.775931096633131,0.8471381329077677,,,,,,,,,
bank_marketing,MCAR,0.1,most_frequent,123,355.7031705539359,1875.5060301121082,0.5239512471655329,0.8100701083492671,0.6913847364280095,0.7954326524083103,0.8438495857233907,0.7570005253120107,0.8359794683087135,0.8508604206500956,0.7714103911499399,0.844676202137651,,,,,,,,,
bank_marketing,MCAR,0.1,most_frequent,999,328.5087463556851,1412.3108583599433,0.5449263038548753,0.8170809432759719,0.7160163086149975,0.8029362134249168,0.847036328871893,0.7727667709419535,0.839418938314976,0.8444869343530912,0.7738220711885395,0.8386854860659215,,,,,,,,,
bank_marketing,MCAR,0.1,constant,42,361.58873906705537,1514.0416598551599,0.5432256235827665,0.8151688973868706,0.6965386154461785,0.7999319804403597,0.8381134480560867,0.7441015564801973,0.8286232886541042,0.8463989802421925,0.7637545710078303,0.8398978575330238,,,,,,,,,
bank_marketing,MCAR,0.1,constant,123,355.27186588921285,1415.7779202733484,0.5406746031746031,0.8100701083492671,0.6889803900699785,0.7944855276514219,0.8406628425748884,0.7499579279113886,0.8318323112002408,0.847036328871893,0.7671531041305961,0.841299339935086,,,,,,,,,
bank_marketing,MCAR,0.1,constant,999,378.0734329446064,1606.0124040675869,0.5440759637188208,0.8177182919056724,0.7153208820767885,0.8029190913352917,0.834289356277884,0.750568640399149,0.824710748520581,0.8393881453154876,0.7639463352660789,0.8324138178926561,,,,,,,,,
bank_marketing,MCAR,0.1,knn3,42,348.5597667638484,1401.4207209005972,0.5325963718820862,0.8247291268323773,0.715569187930997,0.8115895045572111,0.8495857233906947,0.7689237359213994,0.8433207146552155,0.851497769279796,0.7786743965985394,0.8478566006457333,,,,,,,,,
bank_marketing,MCAR,0.1,knn3,123,355.38083090379007,1535.6241491240148,0.5393990929705216,0.8126195028680688,0.6939515615379717,0.7975582697821609,0.8323773103887827,0.7457042407584866,0.8264161713203234,0.8362014021669854,0.7520648808846723,0.8305861638757149,,,,,,,,,
bank_marketing,MCAR,0.1,knn3,999,402.7104591836735,2310.988995081175,0.5284863945578231,0.8164435946462715,0.710553690845269,0.8003760012349497,0.8298279158699808,0.7474762575010021,0.8214640755668815,0.8362014021669854,0.7620180773555006,0.8301888267541823,,,,,,,,,
bank_marketing,MCAR,0.1,knn5,42,347.6268950437318,1458.8013482060182,0.5391156462585034,0.82855321861058,0.7210592927694082,0.8154199771577056,0.8502230720203952,0.7706974878497002,0.8442844732024537,0.8476736775015934,0.7704597220598398,0.843006899974894,,,,,,,,,
bank_marketing,MCAR,0.1,knn5,123,371.45732507288625,1639.6873316995993,0.5440759637188208,0.8164435946462715,0.7025044110288889,0.8025972262973002,0.8406628425748884,0.7580006317587076,0.8348936152114907,0.8495857233906947,0.7750881949911076,0.8454607218181815,,,,,,,,,
bank_marketing,MCAR,0.1,knn5,999,353.98855685131196,1708.761148892675,0.55031179138322,0.8215423836838751,0.7252051641313051,0.8086835944217452,0.8355640535372849,0.7578124252141866,0.8282174429870708,0.8381134480560867,0.76789291971075,0.8333941077964928,,,,,,,,,
bank_marketing,MCAR,0.1,knn7,42,354.87336005830906,1789.789107883072,0.5351473922902494,0.8272785213511791,0.7211328904591414,0.8148875541086168,0.8432122370936902,0.7539586010648063,0.8347118908052251,0.8425748884639898,0.7595405282820317,0.8365409382121555,,,,,,,,,
bank_marketing,MCAR,0.1,knn7,123,329.23284568929614,1274.1115169439372,0.5398242630385488,0.8119821542383684,0.6909018543017169,0.7960764936560588,0.8323773103887827,0.7391475026818727,0.8239289802660882,0.8463989802421925,0.7659167207825373,0.8405377722163262,,,,,,,,,
bank_marketing,MCAR,0.1,knn7,999,369.7057996668055,1597.4875545819093,0.532312925170068,0.8132568514977693,0.7121120748768992,0.7996621234573299,0.8330146590184832,0.7480892734581822,0.8231331103144306,0.8349267049075845,0.7596685033861126,0.8286694740293755,,,,,,,,,
bank_marketing,MCAR,0.1,iterative,42,343.1676638893676,1411.4647215157595,0.5385487528344671,0.8272785213511791,0.7189853841654632,0.8140476349804396,0.8463989802421925,0.7603989707007079,0.8386223836347177,0.8527724665391969,0.7776471042940043,0.8480771313988725,,,,,,,,,
bank_marketing,MCAR,0.1,iterative,123,355.6522402618837,1464.1896110803061,0.5425170068027211,0.8049713193116634,0.6814597885395215,0.7892953420181675,0.8272785213511791,0.7305731164310866,0.8183281274915535,0.8368387507966858,0.7516299777393025,0.8307192959307582,,,,,,,,,
bank_marketing,MCAR,0.1,iterative,999,356.62733670577484,1593.2718777520759,0.5314625850340136,0.8202676864244742,0.7137883657025755,0.8033556104059489,0.8330146590184832,0.7480892734581822,0.8231331103144306,0.8381134480560867,0.7625752441413232,0.831285135837803,,,,,,,,,
bank_marketing,MCAR,0.1,gain,42,388.7454306035784,1685.6836541263642,0.5334467120181405,0.8304652644996813,0.7223784689886386,0.8167750064369955,0.8419375398342893,0.7554710948222554,0.8347088338204215,0.8413001912045889,0.7624382427966399,0.8370255944435386,,,,,,,,,
bank_marketing,MCAR,0.1,gain,123,369.18008225809814,1871.0623004571833,0.5265022675736961,0.8234544295729764,0.7205882258397371,0.8127572088065996,0.8413001912045889,0.7581463214724139,0.8352444202567023,0.8534098151688974,0.7827047766773285,0.8500918133625891,,,,,,,,,
bank_marketing,MCAR,0.1,gain,999,366.6386462799967,1450.7584319326284,0.5398242630385488,0.8183556405353728,0.7132199163578131,0.8023086089503769,0.82855321861058,0.7422208676861926,0.8187600114021967,0.8406628425748884,0.7638095398666616,0.8329345774980834,,,,,,,,,
air_quality_uci,MCAR,0.1,dropna,42,,,,,,,,,,,,,0.49863180616383357,0.7035483438247719,0.9917029138218414,0.2379756097560979,0.5076720902506953,0.9956797956735108,,,
air_quality_uci,MCAR,0.1,dropna,123,,,,,,,,,,,,,0.45850568008490705,0.5791359549541862,0.9904951388060717,0.11836170212765885,0.16827150047569012,0.9991975724023939,,,
air_quality_uci,MCAR,0.1,dropna,999,,,,,,,,,,,,,0.4640741166427232,0.5719631062683646,0.9914940997198691,0.13392857142857095,0.18937019678019992,0.9990675887268597,,,
air_quality_uci,MCAR,0.1,mean,42,160.83459672103697,278.1727859054582,,,,,,,,,,,0.9985532874145927,1.4303229842159477,0.9656157140089469,0.28963855421686846,0.7290945201255515,0.9910657223760925,,,
air_quality_uci,MCAR,0.1,mean,123,157.34309866132844,269.1418491120067,,,,,,,,,,,1.0431734824174497,1.5088315445829334,0.9604010275896927,0.24790963855421683,0.6636235369508687,0.9923396966578474,,,
air_quality_uci,MCAR,0.1,mean,999,170.95747473889293,291.5385320194588,,,,,,,,,,,0.9552319076733826,1.4809882947223167,0.9502120708402751,0.38589156626505977,0.9666899678676217,0.978787334967353,,,
air_quality_uci,MCAR,0.1,median,42,168.42097367886177,286.85488192274704,,,,,,,,,,,1.0478990274649755,1.593602506161597,0.9573173098691821,0.32036144578313286,0.853136897728061,0.9877671056150198,,,
air_quality_uci,MCAR,0.1,median,123,166.54502032520327,279.7449130351885,,,,,,,,,,,1.1068214321574752,1.8698211632293003,0.9391861431020352,0.4642289156626507,1.3729535833991888,0.9672120612009345,,,
air_quality_uci,MCAR,0.1,median,999,163.16344390243904,276.8923070381931,,,,,,,,,,,0.8945032626857935,1.1608435621908733,0.9694107939188685,0.27021686746987966,0.6204866240318232,0.991260518679747,,,
air_quality_uci,MCAR,0.1,most_frequent,42,164.26707652439023,286.52102665884945,,,,,,,,,,,1.1216993134374118,1.6949309188612118,0.9517168295500922,0.31088554216867426,0.8131565336346815,0.9888867755132662,,,
air_quality_uci,MCAR,0.1,most_frequent,123,168.33257174796748,283.4643762725071,,,,,,,,,,,1.1174885989505892,1.6723692036050533,0.9513518052587887,0.38517469879518135,0.971779627579378,0.9835737667124862,,,
air_quality_uci,MCAR,0.1,most_frequent,999,159.62789451219513,272.0012031563993,,,,,,,,,,,0.8908974499901746,1.1882290129359754,0.9679505105500605,0.2009698795180724,0.39166640434067956,0.9965178020704423,,,
air_quality_uci,MCAR,0.1,constant,42,208.8851150406504,381.2364165183666,,,,,,,,,,,1.8010177066241604,2.293269895267512,0.911610207315329,0.31269277108433835,0.7399542602275618,0.9907975911314636,,,
air_quality_uci,MCAR,0.1,constant,123,202.06837632113823,368.6998251986331,,,,,,,,,,,1.7643952444230573,2.3120412846118414,0.9070191364378468,0.3678975903614456,1.125765937388022,0.9779555831961865,,,
air_quality_uci,MCAR,0.1,constant,999,207.0108825203252,375.9337464849075,,,,,,,,,,,1.7207639272792001,2.408758471308704,0.8682934659949464,0.21509638554216817,0.38281758215215106,0.9966733695164405,,,
air_quality_uci,MCAR,0.1,knn3,42,173.17495772357725,299.2368041511513,,,,,,,,,,,0.5269885973218358,0.7107067475038139,0.991510684917262,0.24104819277108466,0.5257261300862094,0.9953547306411702,,,
air_quality_uci,MCAR,0.1,knn3,123,166.6465050813008,290.26948054766507,,,,,,,,,,,0.5069552852404259,0.7169563065690544,0.9910589652149957,0.2701385542168679,0.745311679768941,0.9903377502234989,,,
air_quality_uci,MCAR,0.1,knn3,999,170.43510081300812,286.98715679197244,,,,,,,,,,,0.4500879053585837,0.5778498873279263,0.9924203198972418,0.2101204819277116,0.42555886713543084,0.9958890698356364,,,
air_quality_uci,MCAR,0.1,knn5,42,165.2768442682927,283.4306953217117,,,,,,,,,,,0.5176740975960491,0.7445528565943621,0.9906828552249561,0.23334939759036297,0.5326470496661672,0.9952316203370561,,,
